"x_","y_","t_","id"
703708.967306352,-3076554.78388524,2016-08-14 09:00:00,"ID2"
703713.077135297,-3076549.4078364,2016-08-14 09:32:00,"ID2"
702482.436802664,-3097345.71655211,2016-08-14 10:32:00,"ID2"
707336.16224268,-3131585.08965952,2016-08-14 11:32:00,"ID2"
707578.569735564,-3136143.4758797,2016-08-14 12:32:00,"ID2"
707579.619831342,-3136134.36094388,2016-08-14 13:32:00,"ID2"
707587.901309325,-3136136.74527638,2016-08-14 14:32:00,"ID2"
707581.648992577,-3136140.26681571,2016-08-15 04:30:00,"ID2"
707576.529525161,-3136141.32445818,2016-08-15 05:08:00,"ID2"
707568.352898915,-3136138.08226824,2016-08-15 05:46:00,"ID2"
707586.758989232,-3136142.42727179,2016-08-15 06:23:00,"ID2"
707585.726256345,-3136145.64235815,2016-08-15 06:55:00,"ID2"
707587.738054195,-3136157.44806586,2016-08-15 07:27:00,"ID2"
707588.780257877,-3136151.01488689,2016-08-15 08:01:00,"ID2"
707586.368488941,-3136153.4213818,2016-08-15 09:01:00,"ID2"
707589.706774377,-3136147.29136439,2016-08-15 10:01:00,"ID2"
707577.413822719,-3136138.87515461,2016-08-15 11:01:00,"ID2"
706623.050226562,-3137114.64823108,2016-08-15 12:01:00,"ID2"
706637.671278408,-3135621.50727552,2016-08-15 13:01:00,"ID2"
707163.262148972,-3135399.91824953,2016-08-15 14:01:00,"ID2"
707856.028502824,-3135644.86041882,2016-08-15 15:01:00,"ID2"
707688.589224032,-3135963.58338097,2016-08-16 04:33:00,"ID2"
707585.808336614,-3136117.7521508,2016-08-16 05:05:00,"ID2"
707682.462276506,-3135959.27445179,2016-08-16 05:37:00,"ID2"
707692.682275461,-3135963.59542854,2016-08-16 06:10:00,"ID2"
707685.532065132,-3135959.28348734,2016-08-16 06:42:00,"ID2"
707206.839256195,-3134820.35110155,2016-08-16 07:42:00,"ID2"
707322.592956325,-3134574.32713284,2016-08-16 08:42:00,"ID2"
701698.380576235,-3115618.00531362,2016-08-16 09:42:00,"ID2"
693897.020809894,-3112530.78286434,2016-08-16 10:42:00,"ID2"
705909.223683812,-3089391.01597302,2016-08-16 11:42:00,"ID2"
705907.160960878,-3089396.3927612,2016-08-16 12:42:00,"ID2"
703615.673879497,-3076886.84312828,2016-08-16 13:42:00,"ID2"
703772.141024205,-3077176.73785874,2016-08-16 14:42:00,"ID2"
703794.387595658,-3076744.69268547,2016-08-17 04:37:00,"ID2"
703685.823738815,-3076418.93601504,2016-08-17 05:40:00,"ID2"
703688.266343589,-3076394.21446379,2016-08-17 06:40:00,"ID2"
703686.890873604,-3076404.03197274,2016-08-17 07:40:00,"ID2"
703690.474967582,-3076403.43180467,2016-08-17 08:40:00,"ID2"
703693.004118602,-3076413.56889517,2016-08-17 09:40:00,"ID2"
703693.28837625,-3076403.87108764,2016-08-17 10:40:00,"ID2"
703697.959522562,-3076410.70972491,2016-08-17 11:40:00,"ID2"
704205.122921461,-3075592.81364122,2016-08-17 12:40:00,"ID2"
703775.732779997,-3077173.51567677,2016-08-17 13:40:00,"ID2"
703769.176620371,-3077175.43610665,2016-08-17 14:40:00,"ID2"
703682.649136991,-3076454.48832836,2016-08-18 04:44:00,"ID2"
703689.949335504,-3076408.17182471,2016-08-18 05:16:00,"ID2"
703684.869591563,-3076395.22543522,2016-08-18 05:51:00,"ID2"
703681.811654942,-3076390.90597622,2016-08-18 06:23:00,"ID2"
703686.94500267,-3076385.53285524,2016-08-18 06:56:00,"ID2"
703677.818700971,-3076395.20480425,2016-08-18 07:56:00,"ID2"
703683.849228322,-3076394.1448219,2016-08-18 08:56:00,"ID2"
