"x_","y_","t_","id"
31.90159,-27.3828542857143,2015-05-25 05:54:00,"ID1"
31.901651,-27.3828845,2015-05-25 06:54:00,"ID1"
31.901575,-27.38269,2015-05-25 07:54:00,"ID1"
31.9016175,-27.3826675,2015-05-25 08:54:00,"ID1"
31.9016,-27.38277,2015-05-25 09:54:00,"ID1"
31.90216,-27.38457,2015-05-25 10:54:00,"ID1"
31.90376,-27.38647,2015-05-25 11:54:00,"ID1"
31.9008,-27.38737,2015-05-25 12:54:00,"ID1"
31.910155,-27.3810675,2015-05-25 13:54:00,"ID1"
31.91008,-27.38105,2015-05-25 14:54:00,"ID1"
31.90693,-27.38173,2015-05-26 04:40:00,"ID1"
31.9014792857143,-27.3826207142857,2015-05-26 05:40:00,"ID1"
31.9016239130435,-27.3826530434783,2015-05-26 06:40:00,"ID1"
31.90145375,-27.38272,2015-05-26 07:40:00,"ID1"
31.9014985714286,-27.3827371428571,2015-05-26 08:40:00,"ID1"
31.90162,-27.382774,2015-05-26 09:40:00,"ID1"
31.90162,-27.38277,2015-05-26 10:40:00,"ID1"
31.90144,-27.38265,2015-05-26 11:40:00,"ID1"
31.89463,-27.38883,2015-05-26 12:40:00,"ID1"
31.894602,-27.388762,2015-05-26 13:40:00,"ID1"
31.89156,-27.39224,2015-05-26 14:40:00,"ID1"
31.8887,-27.3964,2015-05-27 04:49:00,"ID1"
31.8887542857143,-27.3964057142857,2015-05-27 05:49:00,"ID1"
31.8896135714286,-27.3950307142857,2015-05-27 06:49:00,"ID1"
31.89164,-27.39206,2015-05-27 07:49:00,"ID1"
31.89164,-27.39213,2015-05-27 08:49:00,"ID1"
31.86553,-27.38588,2015-05-27 09:49:00,"ID1"
31.8101,-27.34,2015-05-27 10:49:00,"ID1"
31.78743,-27.36294,2015-05-27 11:49:00,"ID1"
31.88583,-27.43534,2015-05-27 12:49:00,"ID1"
31.88849,-27.43045,2015-05-27 13:49:00,"ID1"
31.88821,-27.42941,2015-05-27 14:49:00,"ID1"
31.89056,-27.42953,2015-05-28 05:07:00,"ID1"
31.88851,-27.43045,2015-05-28 05:41:00,"ID1"
31.88848,-27.43041,2015-05-28 06:15:00,"ID1"
31.88838,-27.43051,2015-05-28 06:52:00,"ID1"
31.90108,-27.4265,2015-05-28 07:29:00,"ID1"
31.895868,-27.430844,2015-05-28 08:29:00,"ID1"
31.9506928571429,-27.5276842857143,2015-05-28 09:29:00,"ID1"
31.95473,-27.52443,2015-05-28 10:29:00,"ID1"
31.95473,-27.52421,2015-05-28 11:29:00,"ID1"
31.9547275,-27.52418,2015-05-28 12:29:00,"ID1"
31.95475,-27.52421,2015-05-28 13:29:00,"ID1"
31.9546375,-27.5240525,2015-05-28 14:29:00,"ID1"
31.95487,-27.52289,2015-05-29 04:56:00,"ID1"
31.95486,-27.52284,2015-05-29 05:30:00,"ID1"
31.96662,-27.54729,2015-05-29 06:06:00,"ID1"
31.95493,-27.52285,2015-05-29 06:42:00,"ID1"
31.95483,-27.52288,2015-05-29 07:18:00,"ID1"
31.95492,-27.52278,2015-05-29 07:54:00,"ID1"
31.95489,-27.52282,2015-05-29 08:33:00,"ID1"
31.95488,-27.52279,2015-05-29 09:09:00,"ID1"
31.95493,-27.52281,2015-05-29 09:45:00,"ID1"
31.9531142857143,-27.5288314285714,2015-05-29 10:45:00,"ID1"
31.94916,-27.65619,2015-05-29 11:45:00,"ID1"
31.94228,-27.59784,2015-05-29 12:45:00,"ID1"
31.94147,-27.597784,2015-05-29 13:45:00,"ID1"
31.9413811111111,-27.5977355555556,2015-05-29 14:45:00,"ID1"
31.9422,-27.59897,2015-05-30 04:56:00,"ID1"
31.94224,-27.59888,2015-05-30 05:27:00,"ID1"
31.94216,-27.59894,2015-05-30 05:58:00,"ID1"
31.94218,-27.5989,2015-05-30 06:30:00,"ID1"
31.94224,-27.59887,2015-05-30 07:05:00,"ID1"
31.9423,-27.59899,2015-05-30 07:40:00,"ID1"
31.9428125,-27.6364625,2015-05-30 08:40:00,"ID1"
31.960815,-27.73249,2015-05-30 09:40:00,"ID1"
31.8803,-27.68481,2015-05-30 10:40:00,"ID1"
31.93867,-27.58263,2015-05-30 11:40:00,"ID1"
31.91073,-27.58086,2015-05-30 12:40:00,"ID1"
31.92691,-27.551345,2015-05-30 13:40:00,"ID1"
31.9269109090909,-27.5512454545455,2015-05-30 14:40:00,"ID1"
31.9306,-27.55101,2015-05-31 04:57:00,"ID1"
31.93102,-27.55052,2015-05-31 05:30:00,"ID1"
31.93096,-27.55055,2015-05-31 06:02:00,"ID1"
31.93103,-27.55062,2015-05-31 06:34:00,"ID1"
31.9312,-27.55061,2015-05-31 07:09:00,"ID1"
31.93114,-27.5506,2015-05-31 07:43:00,"ID1"
31.93107,-27.55056,2015-05-31 08:17:00,"ID1"
31.93099,-27.5506,2015-05-31 08:53:00,"ID1"
31.9507474074074,-27.5571362962963,2015-05-31 09:53:00,"ID1"
31.96143,-27.66089,2015-05-31 10:53:00,"ID1"
31.96542,-27.66982,2015-05-31 11:53:00,"ID1"
31.95996,-27.66801,2015-05-31 12:53:00,"ID1"
31.960025,-27.668035,2015-05-31 13:53:00,"ID1"
31.960026,-27.668019,2015-05-31 14:53:00,"ID1"
31.95961,-27.66823,2015-06-01 04:46:00,"ID1"
31.9600055172414,-27.6685493103448,2015-06-01 05:46:00,"ID1"
31.9594305,-27.668228,2015-06-01 06:46:00,"ID1"
31.959458,-27.668124,2015-06-01 07:46:00,"ID1"
31.95937,-27.66819,2015-06-01 08:46:00,"ID1"
31.95944,-27.66813,2015-06-01 09:46:00,"ID1"
31.95944,-27.66813,2015-06-01 10:46:00,"ID1"
31.9598266666667,-27.6677066666667,2015-06-01 11:46:00,"ID1"
31.961115,-27.66482,2015-06-01 12:46:00,"ID1"
31.9599644444444,-27.6680577777778,2015-06-01 13:46:00,"ID1"
31.9627809090909,-27.6553436363636,2015-06-01 14:46:00,"ID1"
31.96876,-27.6509,2015-06-02 05:22:00,"ID1"
31.96873,-27.65106,2015-06-02 06:24:00,"ID1"
31.96895,-27.65109,2015-06-02 07:26:00,"ID1"
31.96877,-27.65091,2015-06-02 08:30:00,"ID1"
31.96883,-27.65091,2015-06-02 09:32:00,"ID1"
31.96881,-27.65096,2015-06-02 10:36:00,"ID1"
31.96877,-27.65093,2015-06-02 11:39:00,"ID1"
31.97217,-27.65083,2015-06-02 12:36:00,"ID1"
31.97862,-27.55944,2015-06-02 13:21:00,"ID1"
31.97893,-27.55889,2015-06-02 14:08:00,"ID1"
31.97218,-27.55811,2015-06-02 14:55:00,"ID1"
31.9791,-27.5586,2015-06-03 04:44:00,"ID1"
31.97917,-27.55848,2015-06-03 05:39:00,"ID1"
31.97917,-27.55851,2015-06-03 06:32:00,"ID1"
31.97918,-27.55843,2015-06-03 07:22:00,"ID1"
31.98808,-27.62878,2015-06-03 07:55:00,"ID1"
31.93136,-27.68034,2015-06-03 08:55:00,"ID1"
31.93135125,-27.68028375,2015-06-03 09:55:00,"ID1"
31.931125,-27.6783866666667,2015-06-03 10:55:00,"ID1"
31.9390242857143,-27.6808678571429,2015-06-03 11:55:00,"ID1"
31.9722969230769,-27.6911876923077,2015-06-03 12:55:00,"ID1"
31.9711433333333,-27.6876433333333,2015-06-03 13:55:00,"ID1"
31.971322,-27.6874195,2015-06-03 14:55:00,"ID1"
31.97111,-27.68763,2015-06-04 04:40:00,"ID1"
31.97111,-27.68761,2015-06-04 05:15:00,"ID1"
31.97856,-27.67368,2015-06-04 05:50:00,"ID1"
31.97844,-27.67374,2015-06-04 06:24:00,"ID1"
31.97852,-27.67374,2015-06-04 07:00:00,"ID1"
31.97214,-27.59964,2015-06-04 08:00:00,"ID1"
31.97082,-27.58394,2015-06-04 09:00:00,"ID1"
31.97083,-27.58386,2015-06-04 10:00:00,"ID1"
31.97075,-27.58386,2015-06-04 11:00:00,"ID1"
31.97055,-27.53516,2015-06-04 12:00:00,"ID1"
31.86328,-27.46115,2015-06-04 13:00:00,"ID1"
31.8632755555556,-27.4611544444444,2015-06-04 14:00:00,"ID1"
31.863335,-27.4611533333333,2015-06-04 15:00:00,"ID1"
31.86337,-27.46109,2015-06-05 05:09:00,"ID1"
31.8635,-27.46105,2015-06-05 05:44:00,"ID1"
31.86347,-27.46111,2015-06-05 06:19:00,"ID1"
31.8633,-27.46112,2015-06-05 06:53:00,"ID1"
31.8641177777778,-27.3788822222222,2015-06-05 07:53:00,"ID1"
31.85174,-27.35298,2015-06-05 08:53:00,"ID1"
31.81017,-27.33994,2015-06-05 09:53:00,"ID1"
31.81005,-27.33985,2015-06-05 10:53:00,"ID1"
31.86679,-27.36973,2015-06-05 11:53:00,"ID1"
31.865745,-27.367445,2015-06-05 12:53:00,"ID1"
31.83077,-27.33808,2015-06-05 13:53:00,"ID1"
31.8311333333333,-27.3399155555556,2015-06-05 14:53:00,"ID1"
31.83155,-27.34218,2015-06-06 04:51:00,"ID1"
31.83922,-27.35677,2015-06-06 05:54:00,"ID1"
31.83931,-27.35672,2015-06-06 06:27:00,"ID1"
31.84076,-27.35545,2015-06-06 07:27:00,"ID1"
31.84684,-27.35048,2015-06-06 08:27:00,"ID1"
31.78896,-27.42836,2015-06-06 09:27:00,"ID1"
31.66314,-27.64061,2015-06-06 10:27:00,"ID1"
31.66272,-27.64094,2015-06-06 11:27:00,"ID1"
31.66261,-27.64093,2015-06-06 12:27:00,"ID1"
31.77696,-27.49903,2015-06-06 13:27:00,"ID1"
31.83118,-27.34823,2015-06-06 14:27:00,"ID1"
31.83898,-27.33534,2015-06-07 04:51:00,"ID1"
31.8367180769231,-27.3362961538462,2015-06-07 05:51:00,"ID1"
31.837075,-27.33615,2015-06-07 06:51:00,"ID1"
31.837252,-27.335842,2015-06-07 07:51:00,"ID1"
31.83614,-27.3465833333333,2015-06-07 08:51:00,"ID1"
31.8462,-27.12767,2015-06-07 09:51:00,"ID1"
31.84484,-26.83244,2015-06-07 10:51:00,"ID1"
31.86073,-26.51673,2015-06-07 11:51:00,"ID1"
31.84572,-26.28958,2015-06-07 12:51:00,"ID1"
31.84475,-26.289,2015-06-07 13:51:00,"ID1"
31.84473,-26.28897,2015-06-07 14:51:00,"ID1"
31.84505,-26.28911,2015-06-08 04:52:00,"ID1"
31.84483,-26.2889620689655,2015-06-08 05:52:00,"ID1"
31.8445914285714,-26.28907,2015-06-08 06:52:00,"ID1"
31.8545577777778,-26.2907788888889,2015-06-08 07:52:00,"ID1"
31.85474,-26.2902666666667,2015-06-08 08:52:00,"ID1"
31.85469,-26.29036,2015-06-08 09:52:00,"ID1"
31.82867,-26.29063,2015-06-08 10:52:00,"ID1"
31.85719,-26.29649,2015-06-08 11:52:00,"ID1"
31.84474,-26.289,2015-06-08 12:52:00,"ID1"
31.8448,-26.28902,2015-06-08 13:52:00,"ID1"
31.8447133333333,-26.2889733333333,2015-06-08 14:52:00,"ID1"
